0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.06,,,653.93,,654.02,654.02,653.96,,,653.89,,,653.98,,,,,653.73,,653.71,,653.71,,,,,,,653.54,,,,,653.71,,,,,,,,,,654.12,,,654.11,,654.16,,,,,,,,,,,,,,,,,,,,,,653.45,,,653.42,,653.36,,,,,,,,,,,,,,,,,,,653.77,,653.68,,653.7,,,,,,,,,,,,,,,,,,,,,,653.72,653.68,653.75,653.63,653.58,,,,,,,,,,,,,,,,,,,,653.02,,,652.89,,652.76,,,,,,,,,,,,,,,,,,,,,,652.23,,652.26,,652.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.85,,,,,653.92,,,,,,,,,,,,,653.89,,,,,,,,,,653.52,,653.66,,653.67,,653.63,,653.64,,,,,,,,,,654.02,,,,,,,,,,,,654.17,,654.1,,653.99,,,,,,,,,,,,,,,,,,,,,,653.37,,,653.37,,,,,,,,,,,,,,,,,,,,,653.7,,653.64,,,,,,,,,,,,,,,,,,,,,,653.64,653.65,653.61,653.62,653.59,653.66,,,,,,,,,,,,,,,,,,,,,,652.61,,652.48,,,,,,,,,,,,,,,,,,,,,,,652.19,,,652.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.86,,,,,,,,,,,,653.85,,,,,,653.77,,,,,,,,,,,653.58,,,,,,653.4,,,,653.6,653.51,653.66,,653.75,,,653.74,,,,,,,,653.89,,,,,,,,,,,,653.91,,653.74,,,,,,,,,,,,,,,,,,,,,,653.48,,653.46,,,653.46,,,,,,,,,,,,,,,,,,653.74,,,653.84,,653.83,,,,,,,,,,,,,,,,,,,,,653.68,653.65,,653.64,653.59,653.49,,,,,,,,,,,,,,,,,,,,,652.41,,652.35,,,652.26,,,,,,,,,,,,,,,,,,,,652.19,,651.99,,652.03,,651.98,,651.98,,,,651.87,651.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.86,,,,,,,,,,,,653.8,,,,,,,,,,,653.55,,,,,653.54,,,,,,653.4,,,,,653.76,653.92,,653.98,,,,,653.86,,,,,,,,,,,,,653.77,,,,,653.72,,653.64,,,653.58,,,,,,,,,,,,,,,,,,,,,653.41,,653.42,,,,,,,,,,,,,,,,,,,,,653.85,,,653.9,,,,,,,,,,,,,,,,,,,,,,653.45,,653.39,653.37,653.32,653.24,,,,,,,,,,,,,,,,,,,,,,652.2,,652.27,,,,,,,,,,,,,,,,,,,,,,,,,,651.91,,,,,,,651.58,,651.66,,651.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.86,,,,,653.72,,,,,,653.81,,,,,,,,,,,,653.7,,,653.45,,653.41,,,,,,653.5,,,,,653.39,,,,,,653.7,,,,653.71,654.06,,654,,654.03,,,,,,,,,,,,,,,,,,,,,,653.41,,653.45,,653.5,,,,,,,,,,,,,,,,,,,,,,653.37,,653.23,,653.36,,,,,,,,,,,,,,,,,,,653.8,,653.86,,,653.77,,,,,,,,,,,,,,,,,,,,,,653.23,653.13,653.09,652.99,,652.95,,,,,,,,,,,,,,,,,,,,652.2,,652.22,,,652.14,,,,,,,,,651.77,,651.7,,651.61,,651.59,651.5,,651.54,651.52,,651.45,651.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.73,,,,,,,,,,,,653.65,,,,,,653.68,,,,,653.52,,,,,,653.37,,653.42,,653.28,653.32,,653.28,,,,,,,,,,653.68,,,,,,,,653.67,,,,653.89,,653.91,,653.72,,,,653.74,,,,,,,,,,,,,,,,,,653.29,,653.24,,,,,,,,,,,,,,,,,,,,,,,,653.31,,653.39,,,,,,,,,,,,,,,,,,,,,653.73,,653.69,,,653.72,,,,,,,,,,,,,,,,,,,,,652.86,652.77,652.74,,652.66,652.56,,,,,,,,,,,,,,,,,,,,,652.14,,,652.12,,,,,,,,,,,,,,,,,,,651.45,,651.39,,651.39,,651.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.67,,,,,,,,,,,653.72,,,,,,653.68,,,,,,,,,,,,,,,653.25,,653.22,,653.23,,,,653.65,,,653.58,,653.62,,,,,,,,,,,,,653.69,653.77,653.63,,653.58,,,,,,,,653.39,,,,,,,,,,,,653.29,,,653.33,,653.3,,,,,,,,,,,,,,,,,,,,,653.54,,,653.6,,653.6,,,,,,,,,,,,,,,,,,,,,653.71,,653.77,,,,,,,,,,,,,,,,,,,,,,,652.53,,652.44,652.39,652.36,,,,,,,,,,,,,,,,,,,,651.99,652,651.92,651.92,,,651.88,,,,,,,,,,,,,,,,,,,,651.37,651.46,651.29,,651.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.69,,,,,653.62,,,,,,653.6,,,,,,653.6,,,,,653.48,653.51,,,,,,,,,,,653.38,,,,,653.26,,,,653.29,,653.35,,653.39,653.56,653.54,,,,,,,,,,,,,,,,,,,,,,653.55,,653.43,,653.29,,,,,,,,,,,,,,,,,,,,,653.39,,653.35,,653.18,,,,,,,,,,,,,,,,,,,,,653.65,,,653.68,,,,,,,,,,,,,,,,,,,,,653.7,,653.7,,,653.6,,,,,,,,,,,,,,,,,,,,652.31,,652.36,652.41,652.34,,652.38,,,,,,,,,,,,,,,,,,,,,651.8,,,651.69,,,,,,,,,,,,,,,,,,,,,650.96,,,651.04,,651.01,,,,,,,,,,,,,651.08,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.55,,,,,,,,,,,,,,,,,653.19,,,,,653.23,,,,,,653.14,,,,,,,,,,,,653.52,,653.73,,653.69,,,,,,,,,,653.73,,,,,,,,,,,,,653.27,,653.16,,,,,,,,,,,,,,,,,,,,,,,653.05,,653.07,,,,,,,,,,,,,,,,,,,,,653.54,,,653.53,,653.57,,,,,,,,,,,,,,,,,,,,,653.47,,653.48,,,,,,,,,,,,,,,,,,,,,,,652.47,652.4,652.42,,652.46,652.43,,,,,,,,,,,,,,,,,,,,651.68,,,651.63,,651.49,,,,,,,,,,,,,,,,,,,,,650.98,,650.97,,,651.02,,,650.9,650.95,,,651.01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.78,,,,,,653.51,,,,,,,,,,,653.55,,,,,,653.45,,,,,653.09,,,,,,,,,,,,,,,,,,,,,,,,,653.5,,,,653.8,,653.67,,653.76,,653.71,,653.68,,,,,,,,,,,,653.33,,,,,,653.13,,653.11,,653.17,,653.1,,,,,,,,,,,,,,,,,,,653.08,,,652.99,,,,,,,,,,,,,,,,,,,,,,,,653.52,,653.56,,,,,,,,,,,,,,,,,,,,,653.36,,653.27,,653.06,,,,,,,,,,,,,,,,,,,,,,652.38,,652.33,652.34,652.29,652.27,,,,,,,,,,,,,,,,,,,,,,651.41,,651.29,,,,,,,,,,,,,,,,,,,,,,,651.07,,651.01,,650.96,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.81,,,,,653.48,,,,,,653.4,,,,,,653.48,,,,,653.34,,,,,,653,,,,,,653.1,,,,,,653.07,,,,,,,,653.37,653.35,,,,,,,,,,,,,,,,653.78,,653.65,,653.66,,,,,,,653.32,,,,,,,,,,,,,653.2,653.18,,653.16,653.15,,,,,,,,,,,,,,,,,,,,653.09,,,653.12,,653.25,,,,,,,,,,,,,,,,,,,,,,653.55,,,653.53,,,,,,,,,,,,,,,,,,,,,653.03,,,652.97,,652.8,,,,,,,,,,,,,,,,,,,,,,652.24,652.19,652.18,652.15,,,,,,,,,,,,,,,,,,,,,,651.27,,,651.21,,,,,,,,,,,,,,,,,,,,,,650.96,650.97,650.95,650.95,650.9,650.94,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.32,,,,,,,,,,,653,,,,,,653.01,,,,,,653.27,,,,,,,,653.48,,,,,653.65,,,,,,,653.65,,,,,653.67,,653.51,,653.4,,653.35,,,,,,,,,,,,653.11,,,,,,,653.14,,653.11,653.09,653.03,653.05,,,,,,,,,,,,,,,,,,,,653.34,,,653.39,,,,,,,,,,,,,,,,,,,,,,653.5,,,653.49,,653.47,,,,,,,,,,,,,,,,,,,,,652.78,,,652.87,,,,,,,,,,,,,,,,,,,,,,652.07,652.06,651.93,,651.94,651.87,,,,,,,,,,,,,,,,,,,,651.13,,651.03,,,650.95,,,,,,,,,,651.04,,,,,,,,,,,650.97,650.99,651,651.05,651.09,651.02,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.68,,,,,,653.47,,,,,,653.3,,,,,,653.38,,,,,653.21,,,,,,653.01,,,,,,,,,,,,,,,,,,,,,653.38,,,,,,,,,653.59,,,,,,653.53,,,,,,,,,,,,653.41,,653.26,653.09,,,,,,,,,653.27,,,,,,,,,,,653.04,,653,,652.99,652.89,,652.73,,,,,652.7,,,,,,,,,,,,,,653.41,,,653.36,,653.34,,,,,,,,,,,,,,,,,,,,,,,653.32,,,653.11,,,,,,,,,,,,,,,,,,,,652.88,,652.8,,,652.78,,,,,,,,,,,,,,,,,,,,,651.88,,651.77,651.82,651.76,,,,,,,,,,,,,,,,,,,,,,651,,,650.99,,,,,,,650.9,,,651.09,,,,,,650.99,,,,,,651.09,651.12,651.1,651.17,651.26,651.28,651.35,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.41,,,,,,653.29,,,,,,653.21,,,,,653.23,,,,,,652.9,,,,,,652.96,,,,,,652.99,,,,,,653.18,,,653.37,,,,653.44,,,,,,653.68,,,,,,,,,,,,,,,,,653.29,,,,,,653.16,,653.1,,653.18,653.1,653.22,,,,,,,,,,,,653.04,,,,,,,,652.87,,652.85,652.87,,652.92,,,,,,,,,,,,,,,,,,,,653.42,,,653.35,,653.25,,,,,,,,,,,,,,,,,,,,,653.11,,,653.09,,,,,,,,,,,,,,,,,,,,,,652.81,,652.75,,,,,,,,,,,,,,,,,,,,,,651.65,,651.62,651.62,651.58,,651.51,,,,,,,,,,,,,,,,,,,,650.9,,650.99,,651.05,651.06,651.03,,,,,,,,,,,,651.04,651.34,,,,,,,651.12,651.33,651.24,651.23,651.23,651.24,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.52,,,,,,,,,,,,,,,,,,,,,,,653.13,,,,,,,,,,,652.94,,,,,653.09,,,,,,,,,,,,,,653.42,,,,,,653.67,,,,,,653.51,,,,,653.56,,,,,,,,,,,,653.26,,,,,,653.23,653.23,,653.19,,653.29,,,,,,653.1,,,,,,,,,,,,,,,653.06,,653.07,653.16,,653.12,,,,,,,,,,,,,,,,,,,,,,653.22,,653.35,,,,,,,,,,,,,,,,,,,,,652.98,,,652.99,,652.94,,,,,,,,,,,,,,,,,,,,652.65,,652.56,,652.51,,,,,,,,,,,,,,,,,,,,,,651.42,651.25,651.31,,651.21,651.25,,,,,,,,,,,,,,,,,,,,651.12,651.19,651.11,651.05,651.08,651.16,651.16,,,,651.05,,,651.39,,,,,,,651.19,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.46,,,,,,653.25,,,,,,653.18,,,,,,653.12,,,,,652.84,,,,,,,,,,,653.05,,,,,,653.3,,,,653.27,,,,,,,,,653.63,,,,,,653.44,,,,,,653.55,,,,,,653.31,,,,,653.27,,,,,,,,,,,,653.37,,653.18,653.24,,653.25,,,,,,,,,,,,,652.58,,,,,,,,,653.16,,653.14,653.16,,653.23,,,,,,,,653.16,,,,,,,,,,,,653.41,,653.45,,,653.53,,,,,,,653.39,,,,,,,,,,,,,,,652.86,,652.88,,,,,,,,,,,,,,,,,,,,,,652.5,,652.35,,652.24,,,,,,,,,,,,,,,,,,,,,651.08,,651.06,651.04,651.02,,,,,,,,,,,,,,,,,,,,,,651.2,651.22,651.36,651.29,651.34,651.4,651.59,,,,,,,,,,,651.19,,651.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.47,,,,,,653.34,,,,,653.19,,,,,,652.99,,,653.13,,,,,,,,,652.83,,,,,652.9,,,,,,,,,,,653.26,,,,,,,,653.38,,,,,,653.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.06,,653.14,653.08,,652.91,652.79,,,,,,652.47,,,,,,,,,,,,,,,,,653.19,653.2,,653.13,,,,,,,,,,,,,,,,,,,,,,653.49,,653.44,,653.35,,,,,,,,,,,,,,,,,,,,,652.98,,652.85,,,652.87,,,,,,,,,,,,,,,,,,,,,652.1,,652.14,,,,,,,,,,,,,,,,,,,,,650.96,,650.98,650.95,651,650.93,,,,,,,,,,,,,,,,,651.47,,,,,651.4,651.41,651.36,651.52,651.5,651.56,651.57,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.44,,,,,653.25,,,,,,,,,,,,,,,653.19,,,653.08,,,,,652.76,,,,,,652.84,,,,,,652.96,,,,,,,,,653.19,,,,653.41,,,,,,653.6,,,,,,653.37,,,,,653.48,,,,,,653.15,,,,,,653.27,,,,,,653.11,,,,,653.28,,,,,,,,,,,,,,652.71,,652.69,652.7,652.6,652.56,,,,,,,,,,,,,,,,,,,,653.08,653.03,653.14,,653.17,,653.08,,,,,,,,,,,,,,,,,,,,,653.32,,,653.27,,,,,,,,,,,,,,,,,,,,,,,,652.82,,652.71,,,,,,,,,,,,,,,,,,,,652.1,,651.99,,,651.83,,,,,,,,,,,,,,,,,,,,,651.06,651.16,651.24,651.24,,651.29,,,,,,,,,,651.61,,,,,651.78,,,,,,651.65,651.48,651.44,651.4,651.36,651.45,651.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.11,,,,,,652.99,,,653.09,,,652.96,,,,,,,,,,,,,,,,652.96,,,,,,653.18,,,,,,,,,,,,,653.56,,,,,,653.35,,,,,,653.5,,,,,,653.14,,,,,,,,,,,,,,,,,,,,,,,653.02,,,,,652.91,,,,,,,,,,652.65,652.79,,652.8,,,,,,,,,,,,,,,,,,,,,,653.12,,653.19,,653.25,,,,,,,,,,,,,653.13,,,,,,,,653.24,,653.11,,653.17,,,,,,,,,,,,,,,,,,,,,,,652.48,,652.42,,,,,,,,,,,,,,,,,,,,,,651.68,,651.62,,,,,,,,,,,,,,,,,,,,,,,651.36,651.51,,651.48,651.53,,,,,,,,,,651.84,,,,,,,,,,,651.68,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.33,,,,,,653.11,,,,,,,,,,,652.86,,,652.97,,,,,,,,,652.79,,,,,652.81,,,,,,652.95,,,,,,,,,653.18,,,,653.44,,,,,,653.59,,,,,,,,,,,,,,,,,,,,,,,653.27,,,,,,653.15,,,,,,653.26,,,,,653.01,,,,,,,,,,,,652.57,,,,,,652.96,,,652.8,,652.77,652.77,,652.87,,,,,,,,,652.82,,,,,,,,,,,,653.36,,653.29,,653.25,,,,,,,,,,,,,,,,,,,653.06,,653.06,,653.01,,653.08,,,,,,,,,,,,,,,,,,,,,,652.31,,,652.23,,652.17,,,,,,,,,,,,,,,,,,,651.6,,651.31,,651.27,,,,,,,,,,,,,,,,,,,,,,,,651.72,,,,,651.98,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.07,,,,,,652.95,,,,,,,,,652.94,,,652.91,,,,,652.6,,,,,,652.77,,,,,,,,,,,653.09,,,,,,,,653.31,,,,,,653.53,,,,,,653.34,,,,,653.38,,,,,,653.13,,,,,,,,,,,,653.13,,,,,,,,,,,,,,,,,652.7,,,,,,,,,,,,,,,,,,,,,,652.83,,652.81,652.82,,,,,,,,,,,,,,,,,,,,,653.36,,653.31,,653.26,,653.19,,,,,,,,,,,,,,,,,,,,,653.12,,652.99,,653.03,,,,,,,,,,,,,,,,,,,,,,,652.02,,651.95,,,,,,,,,,,,,,,,,,,,651.28,,,651.18,,651.22,,,,,,,,,,,,,,,,,651.77,,,,,,,,,,,,,,,,,652.04,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.2,,,,,,,,,,,,652.87,,,,,,652.76,,,652.81,,,652.75,,,,,,,,,,652.64,,,,,,652.94,,,,,,653.13,,,,653.11,,,,,,,,,653.52,,,,,,653.23,,,,,,653.39,,,,,,,,,,,,653.2,,,,,,,,,,,653.22,,,,,,652.9,,,,,,,,,,,,652.49,,,,,652.82,,,,,,,,,,,,,,,,652.81,652.93,652.81,,652.88,,,,,,,,,,,,,,,,,,,,653.2,,,653.19,,653.11,653.08,,,,,,653.11,,,,,,,,,,,,,,,,653.02,,653.1,,653,,,,,,,,,,,,,,,,,,,,,,651.91,,651.82,,,,,,,,,,,,,,,,,,,,,,651.31,,651.26,,,651.45,,,,,,,,,,,,,,,651.94,,,,,,651.99,,,,,652.06,,,
